user_id	first_touch_at	utm_source	utm_campaign
27569	2018-01-01 05:04:18	google	cool-tshirts-search
27589	2018-01-15 11:04:18	nytimes	getting-to-know-cool-tshirts
27595	2018-01-03 08:28:22	nytimes	getting-to-know-cool-tshirts
27662	2018-01-13 10:27:45	google	cool-tshirts-search
27667	2018-01-30 17:55:52	nytimes	getting-to-know-cool-tshirts
27694	2018-01-04 11:44:17	buzzfeed	ten-crazy-cool-tshirts-facts
27705	2018-01-22 00:11:44	buzzfeed	ten-crazy-cool-tshirts-facts
27817	2018-01-13 22:13:43	medium	interview-with-cool-tshirts-founder
27870	2018-01-18 00:03:05	medium	interview-with-cool-tshirts-founder
27881	2018-01-26 11:08:23	nytimes	getting-to-know-cool-tshirts
27986	2018-01-03 10:14:44	medium	interview-with-cool-tshirts-founder
28031	2018-01-28 07:58:10	medium	interview-with-cool-tshirts-founder
28044	2018-01-24 00:54:58	medium	interview-with-cool-tshirts-founder
28192	2018-01-29 03:24:57	medium	interview-with-cool-tshirts-founder
28207	2018-01-08 11:08:58	medium	interview-with-cool-tshirts-founder
28212	2018-01-07 22:32:04	medium	interview-with-cool-tshirts-founder
28311	2018-01-19 18:00:59	buzzfeed	ten-crazy-cool-tshirts-facts
28418	2018-01-23 17:16:40	buzzfeed	ten-crazy-cool-tshirts-facts
28485	2018-01-19 02:44:56	nytimes	getting-to-know-cool-tshirts
28509	2018-01-12 08:23:44	google	cool-tshirts-search
28612	2018-01-13 08:00:01	nytimes	getting-to-know-cool-tshirts
28701	2018-01-24 15:00:02	buzzfeed	ten-crazy-cool-tshirts-facts
28723	2018-01-16 14:11:45	nytimes	getting-to-know-cool-tshirts
28730	2018-01-07 14:17:10	medium	interview-with-cool-tshirts-founder
28800	2018-01-10 02:15:28	medium	interview-with-cool-tshirts-founder
28822	2018-01-09 15:02:01	medium	interview-with-cool-tshirts-founder
28839	2018-01-02 12:44:18	buzzfeed	ten-crazy-cool-tshirts-facts
28850	2018-01-14 21:39:04	medium	interview-with-cool-tshirts-founder
28885	2018-01-01 06:37:30	buzzfeed	ten-crazy-cool-tshirts-facts
28900	2018-01-03 17:08:28	medium	interview-with-cool-tshirts-founder
29079	2018-01-27 13:05:59	nytimes	getting-to-know-cool-tshirts
29091	2018-01-24 13:39:20	buzzfeed	ten-crazy-cool-tshirts-facts
29107	2018-01-05 20:32:34	google	cool-tshirts-search
29111	2018-01-23 08:33:33	medium	interview-with-cool-tshirts-founder
29180	2018-01-10 00:29:41	nytimes	getting-to-know-cool-tshirts
29231	2018-01-02 11:40:04	nytimes	getting-to-know-cool-tshirts
29276	2018-01-03 20:15:44	medium	interview-with-cool-tshirts-founder
29285	2018-01-22 11:23:54	buzzfeed	ten-crazy-cool-tshirts-facts
29366	2018-01-12 15:53:17	medium	interview-with-cool-tshirts-founder
29489	2018-01-24 07:06:07	buzzfeed	ten-crazy-cool-tshirts-facts
29492	2018-01-08 07:36:44	nytimes	getting-to-know-cool-tshirts
29527	2018-01-01 05:21:52	nytimes	getting-to-know-cool-tshirts
29588	2018-01-15 19:11:10	medium	interview-with-cool-tshirts-founder
29596	2018-01-05 03:30:39	nytimes	getting-to-know-cool-tshirts
29604	2018-01-11 18:28:57	medium	interview-with-cool-tshirts-founder
29624	2018-01-15 21:29:30	google	cool-tshirts-search
29652	2018-01-22 03:50:37	buzzfeed	ten-crazy-cool-tshirts-facts
29687	2018-01-06 11:49:35	buzzfeed	ten-crazy-cool-tshirts-facts
29691	2018-01-22 03:37:55	medium	interview-with-cool-tshirts-founder
29757	2018-01-23 22:21:49	buzzfeed	ten-crazy-cool-tshirts-facts
29821	2018-01-21 21:30:58	buzzfeed	ten-crazy-cool-tshirts-facts
29962	2018-01-04 14:39:30	medium	interview-with-cool-tshirts-founder
29982	2018-01-01 16:40:07	buzzfeed	ten-crazy-cool-tshirts-facts
29985	2018-01-21 03:02:13	buzzfeed	ten-crazy-cool-tshirts-facts
29999	2018-01-29 03:52:05	google	cool-tshirts-search
30104	2018-01-05 10:24:08	medium	interview-with-cool-tshirts-founder
30115	2018-01-18 19:32:33	nytimes	getting-to-know-cool-tshirts
30135	2018-01-03 16:08:57	medium	interview-with-cool-tshirts-founder
30140	2018-01-30 10:40:23	buzzfeed	ten-crazy-cool-tshirts-facts
30171	2018-01-12 04:50:42	medium	interview-with-cool-tshirts-founder
30227	2018-01-13 21:02:26	google	cool-tshirts-search
30230	2018-01-20 02:52:00	buzzfeed	ten-crazy-cool-tshirts-facts
30259	2018-01-10 18:44:53	nytimes	getting-to-know-cool-tshirts
30271	2018-01-24 02:28:23	nytimes	getting-to-know-cool-tshirts
30336	2018-01-17 15:06:35	google	cool-tshirts-search
30420	2018-01-11 18:06:07	nytimes	getting-to-know-cool-tshirts
30656	2018-01-28 20:53:12	medium	interview-with-cool-tshirts-founder
30705	2018-01-15 00:33:40	buzzfeed	ten-crazy-cool-tshirts-facts
30706	2018-01-12 06:26:42	medium	interview-with-cool-tshirts-founder
30707	2018-01-02 21:38:43	nytimes	getting-to-know-cool-tshirts
30710	2018-01-09 16:06:16	buzzfeed	ten-crazy-cool-tshirts-facts
30754	2018-01-29 18:10:56	medium	interview-with-cool-tshirts-founder
30797	2018-01-20 18:03:27	nytimes	getting-to-know-cool-tshirts
30810	2018-01-30 10:37:44	nytimes	getting-to-know-cool-tshirts
30840	2018-01-03 03:14:49	medium	interview-with-cool-tshirts-founder
30873	2018-01-20 20:19:04	medium	interview-with-cool-tshirts-founder
30971	2018-01-01 21:31:31	nytimes	getting-to-know-cool-tshirts
30995	2018-01-04 16:58:14	medium	interview-with-cool-tshirts-founder
31011	2018-01-13 00:53:53	buzzfeed	ten-crazy-cool-tshirts-facts
31164	2018-01-25 16:24:32	medium	interview-with-cool-tshirts-founder
31207	2018-01-28 12:43:52	buzzfeed	ten-crazy-cool-tshirts-facts
31216	2018-01-10 08:59:32	google	cool-tshirts-search
31343	2018-01-09 07:56:26	medium	interview-with-cool-tshirts-founder
31357	2018-01-29 03:36:25	nytimes	getting-to-know-cool-tshirts
31368	2018-01-01 04:43:21	medium	interview-with-cool-tshirts-founder
31373	2018-01-26 12:47:37	buzzfeed	ten-crazy-cool-tshirts-facts
31401	2018-01-10 11:16:22	buzzfeed	ten-crazy-cool-tshirts-facts
31428	2018-01-15 23:30:06	nytimes	getting-to-know-cool-tshirts
31467	2018-01-20 17:31:30	buzzfeed	ten-crazy-cool-tshirts-facts
31721	2018-01-03 12:48:02	nytimes	getting-to-know-cool-tshirts
31728	2018-01-08 13:59:28	nytimes	getting-to-know-cool-tshirts
31739	2018-01-05 18:08:23	buzzfeed	ten-crazy-cool-tshirts-facts
31742	2018-01-19 09:55:22	medium	interview-with-cool-tshirts-founder
31887	2018-01-10 13:01:32	buzzfeed	ten-crazy-cool-tshirts-facts
31926	2018-01-18 23:23:48	medium	interview-with-cool-tshirts-founder
32002	2018-01-19 08:02:42	buzzfeed	ten-crazy-cool-tshirts-facts
32006	2018-01-18 23:57:06	google	cool-tshirts-search
32049	2018-01-19 02:01:04	buzzfeed	ten-crazy-cool-tshirts-facts
32101	2018-01-26 15:40:11	buzzfeed	ten-crazy-cool-tshirts-facts
32186	2018-01-02 22:22:03	nytimes	getting-to-know-cool-tshirts
32223	2018-01-24 13:14:49	buzzfeed	ten-crazy-cool-tshirts-facts
32232	2018-01-28 18:53:00	medium	interview-with-cool-tshirts-founder
32318	2018-01-01 20:08:16	medium	interview-with-cool-tshirts-founder
32339	2018-01-26 03:47:11	buzzfeed	ten-crazy-cool-tshirts-facts
32438	2018-01-16 10:47:34	nytimes	getting-to-know-cool-tshirts
32486	2018-01-06 05:54:03	buzzfeed	ten-crazy-cool-tshirts-facts
32576	2018-01-23 12:53:11	medium	interview-with-cool-tshirts-founder
32609	2018-01-06 00:20:33	medium	interview-with-cool-tshirts-founder
32645	2018-01-25 03:14:45	google	cool-tshirts-search
32751	2018-01-05 00:27:07	medium	interview-with-cool-tshirts-founder
32810	2018-01-05 02:13:40	medium	interview-with-cool-tshirts-founder
32832	2018-01-20 08:15:29	medium	interview-with-cool-tshirts-founder
32903	2018-01-02 00:23:16	buzzfeed	ten-crazy-cool-tshirts-facts
33047	2018-01-22 18:26:18	nytimes	getting-to-know-cool-tshirts
33174	2018-01-10 23:19:25	nytimes	getting-to-know-cool-tshirts
33178	2018-01-17 03:45:24	medium	interview-with-cool-tshirts-founder
33182	2018-01-10 17:39:23	medium	interview-with-cool-tshirts-founder
33194	2018-01-22 09:59:03	medium	interview-with-cool-tshirts-founder
33255	2018-01-17 12:39:30	buzzfeed	ten-crazy-cool-tshirts-facts
33262	2018-01-17 08:38:30	medium	interview-with-cool-tshirts-founder
33275	2018-01-09 04:04:37	medium	interview-with-cool-tshirts-founder
33365	2018-01-20 23:50:44	nytimes	getting-to-know-cool-tshirts
33393	2018-01-14 21:18:32	buzzfeed	ten-crazy-cool-tshirts-facts
33425	2018-01-24 19:40:42	buzzfeed	ten-crazy-cool-tshirts-facts
33480	2018-01-05 06:19:52	medium	interview-with-cool-tshirts-founder
33622	2018-01-25 02:14:58	nytimes	getting-to-know-cool-tshirts
33634	2018-01-24 04:16:11	medium	interview-with-cool-tshirts-founder
33645	2018-01-11 18:16:06	medium	interview-with-cool-tshirts-founder
33659	2018-01-06 12:15:19	medium	interview-with-cool-tshirts-founder
33666	2018-01-30 20:30:23	buzzfeed	ten-crazy-cool-tshirts-facts
33786	2018-01-30 03:32:45	nytimes	getting-to-know-cool-tshirts
33797	2018-01-17 15:55:53	medium	interview-with-cool-tshirts-founder
33811	2018-01-07 05:18:45	buzzfeed	ten-crazy-cool-tshirts-facts
33824	2018-01-30 10:38:06	buzzfeed	ten-crazy-cool-tshirts-facts
33826	2018-01-09 06:22:17	buzzfeed	ten-crazy-cool-tshirts-facts
33867	2018-01-14 13:07:14	google	cool-tshirts-search
33931	2018-01-11 09:57:40	nytimes	getting-to-know-cool-tshirts
33964	2018-01-27 10:16:12	medium	interview-with-cool-tshirts-founder
33981	2018-01-15 14:01:53	medium	interview-with-cool-tshirts-founder
34027	2018-01-20 19:26:41	medium	interview-with-cool-tshirts-founder
34030	2018-01-16 22:13:41	nytimes	getting-to-know-cool-tshirts
34049	2018-01-02 14:33:41	medium	interview-with-cool-tshirts-founder
34151	2018-01-24 05:15:07	buzzfeed	ten-crazy-cool-tshirts-facts
34153	2018-01-19 00:14:49	nytimes	getting-to-know-cool-tshirts
34226	2018-01-21 00:01:34	medium	interview-with-cool-tshirts-founder
34377	2018-01-27 02:23:56	medium	interview-with-cool-tshirts-founder
34446	2018-01-22 11:53:46	buzzfeed	ten-crazy-cool-tshirts-facts
34547	2018-01-26 06:31:06	medium	interview-with-cool-tshirts-founder
34559	2018-01-02 05:22:43	nytimes	getting-to-know-cool-tshirts
34578	2018-01-27 02:25:09	medium	interview-with-cool-tshirts-founder
34597	2018-01-24 18:01:06	nytimes	getting-to-know-cool-tshirts
34626	2018-01-19 08:53:58	buzzfeed	ten-crazy-cool-tshirts-facts
34674	2018-01-08 13:07:04	nytimes	getting-to-know-cool-tshirts
34732	2018-01-05 12:55:08	buzzfeed	ten-crazy-cool-tshirts-facts
34756	2018-01-25 03:53:10	nytimes	getting-to-know-cool-tshirts
34778	2018-01-09 09:58:43	nytimes	getting-to-know-cool-tshirts
34880	2018-01-29 12:44:51	buzzfeed	ten-crazy-cool-tshirts-facts
34887	2018-01-10 10:26:16	google	cool-tshirts-search
34903	2018-01-12 14:54:19	medium	interview-with-cool-tshirts-founder
34958	2018-01-04 01:17:04	buzzfeed	ten-crazy-cool-tshirts-facts
34972	2018-01-02 15:41:29	nytimes	getting-to-know-cool-tshirts
34987	2018-01-20 09:18:38	google	cool-tshirts-search
35039	2018-01-08 05:32:22	nytimes	getting-to-know-cool-tshirts
35040	2018-01-28 17:40:23	nytimes	getting-to-know-cool-tshirts
35144	2018-01-08 16:43:12	buzzfeed	ten-crazy-cool-tshirts-facts
35175	2018-01-20 21:22:37	medium	interview-with-cool-tshirts-founder
35256	2018-01-19 08:04:14	nytimes	getting-to-know-cool-tshirts
35331	2018-01-18 07:21:32	medium	interview-with-cool-tshirts-founder
35337	2018-01-11 15:11:50	medium	interview-with-cool-tshirts-founder
35359	2018-01-11 15:25:31	medium	interview-with-cool-tshirts-founder
35413	2018-01-20 14:55:21	google	cool-tshirts-search
35519	2018-01-04 02:06:37	buzzfeed	ten-crazy-cool-tshirts-facts
35542	2018-01-30 08:42:24	google	cool-tshirts-search
35564	2018-01-18 04:41:19	medium	interview-with-cool-tshirts-founder
35566	2018-01-09 04:59:10	buzzfeed	ten-crazy-cool-tshirts-facts
35624	2018-01-09 00:06:36	nytimes	getting-to-know-cool-tshirts
35676	2018-01-19 22:09:24	nytimes	getting-to-know-cool-tshirts
35712	2018-01-25 20:19:07	buzzfeed	ten-crazy-cool-tshirts-facts
35786	2018-01-02 03:58:34	buzzfeed	ten-crazy-cool-tshirts-facts
35793	2018-01-10 00:49:49	medium	interview-with-cool-tshirts-founder
35880	2018-01-20 04:06:59	medium	interview-with-cool-tshirts-founder
35905	2018-01-05 08:50:45	google	cool-tshirts-search
35906	2018-01-25 03:34:35	medium	interview-with-cool-tshirts-founder
35919	2018-01-11 11:23:46	buzzfeed	ten-crazy-cool-tshirts-facts
35937	2018-01-04 17:21:07	medium	interview-with-cool-tshirts-founder
35950	2018-01-12 08:46:00	medium	interview-with-cool-tshirts-founder
36031	2018-01-01 14:52:52	buzzfeed	ten-crazy-cool-tshirts-facts
36032	2018-01-30 05:03:27	medium	interview-with-cool-tshirts-founder
36086	2018-01-25 23:04:10	nytimes	getting-to-know-cool-tshirts
36095	2018-01-19 01:45:41	medium	interview-with-cool-tshirts-founder
36153	2018-01-14 21:53:43	nytimes	getting-to-know-cool-tshirts
36176	2018-01-26 23:13:52	nytimes	getting-to-know-cool-tshirts
36203	2018-01-28 16:52:20	medium	interview-with-cool-tshirts-founder
36237	2018-01-09 00:27:43	nytimes	getting-to-know-cool-tshirts
36330	2018-01-20 03:55:22	nytimes	getting-to-know-cool-tshirts
36398	2018-01-22 15:08:16	medium	interview-with-cool-tshirts-founder
36423	2018-01-30 08:29:12	buzzfeed	ten-crazy-cool-tshirts-facts
36474	2018-01-21 09:38:55	nytimes	getting-to-know-cool-tshirts
36498	2018-01-08 18:34:43	nytimes	getting-to-know-cool-tshirts
36550	2018-01-04 02:52:19	medium	interview-with-cool-tshirts-founder
36605	2018-01-14 15:20:12	medium	interview-with-cool-tshirts-founder
36722	2018-01-17 15:26:11	google	cool-tshirts-search
36732	2018-01-28 11:42:06	nytimes	getting-to-know-cool-tshirts
36755	2018-01-15 11:31:04	nytimes	getting-to-know-cool-tshirts
36775	2018-01-25 03:01:03	buzzfeed	ten-crazy-cool-tshirts-facts
36919	2018-01-22 16:30:17	nytimes	getting-to-know-cool-tshirts
36968	2018-01-15 11:01:41	nytimes	getting-to-know-cool-tshirts
36988	2018-01-18 09:09:52	buzzfeed	ten-crazy-cool-tshirts-facts
36993	2018-01-10 00:51:30	medium	interview-with-cool-tshirts-founder
37000	2018-01-09 20:34:05	medium	interview-with-cool-tshirts-founder
37037	2018-01-24 20:12:03	nytimes	getting-to-know-cool-tshirts
37057	2018-01-22 14:05:26	nytimes	getting-to-know-cool-tshirts
37096	2018-01-13 08:46:54	nytimes	getting-to-know-cool-tshirts
37118	2018-01-17 01:58:39	nytimes	getting-to-know-cool-tshirts
37144	2018-01-21 12:30:12	medium	interview-with-cool-tshirts-founder
37161	2018-01-09 07:01:58	buzzfeed	ten-crazy-cool-tshirts-facts
37200	2018-01-30 09:15:22	medium	interview-with-cool-tshirts-founder
37212	2018-01-13 15:06:22	medium	interview-with-cool-tshirts-founder
37221	2018-01-16 11:41:09	buzzfeed	ten-crazy-cool-tshirts-facts
37254	2018-01-09 07:08:20	buzzfeed	ten-crazy-cool-tshirts-facts
37314	2018-01-15 12:58:17	medium	interview-with-cool-tshirts-founder
37330	2018-01-15 19:52:24	nytimes	getting-to-know-cool-tshirts
37359	2018-01-21 12:35:03	nytimes	getting-to-know-cool-tshirts
37641	2018-01-12 01:58:04	buzzfeed	ten-crazy-cool-tshirts-facts
37673	2018-01-06 04:02:42	buzzfeed	ten-crazy-cool-tshirts-facts
37697	2018-01-12 07:50:49	nytimes	getting-to-know-cool-tshirts
37799	2018-01-04 07:27:10	nytimes	getting-to-know-cool-tshirts
37906	2018-01-20 11:29:28	medium	interview-with-cool-tshirts-founder
37931	2018-01-03 10:22:11	medium	interview-with-cool-tshirts-founder
37933	2018-01-15 00:15:11	buzzfeed	ten-crazy-cool-tshirts-facts
38088	2018-01-19 17:20:18	buzzfeed	ten-crazy-cool-tshirts-facts
38182	2018-01-28 01:08:47	buzzfeed	ten-crazy-cool-tshirts-facts
38193	2018-01-17 11:34:44	buzzfeed	ten-crazy-cool-tshirts-facts
38221	2018-01-29 23:18:14	nytimes	getting-to-know-cool-tshirts
38224	2018-01-29 13:00:32	nytimes	getting-to-know-cool-tshirts
38339	2018-01-27 16:54:03	medium	interview-with-cool-tshirts-founder
38341	2018-01-15 01:32:26	medium	interview-with-cool-tshirts-founder
38374	2018-01-20 17:59:17	medium	interview-with-cool-tshirts-founder
38376	2018-01-28 03:24:00	google	cool-tshirts-search
38381	2018-01-23 23:08:03	nytimes	getting-to-know-cool-tshirts
38427	2018-01-14 13:45:54	nytimes	getting-to-know-cool-tshirts
38433	2018-01-21 17:45:43	nytimes	getting-to-know-cool-tshirts
38439	2018-01-20 23:45:31	nytimes	getting-to-know-cool-tshirts
38478	2018-01-04 21:39:09	buzzfeed	ten-crazy-cool-tshirts-facts
38500	2018-01-02 16:48:44	buzzfeed	ten-crazy-cool-tshirts-facts
38585	2018-01-12 08:08:40	google	cool-tshirts-search
38610	2018-01-30 18:25:57	google	cool-tshirts-search
38661	2018-01-25 03:38:48	medium	interview-with-cool-tshirts-founder
38753	2018-01-15 19:20:47	buzzfeed	ten-crazy-cool-tshirts-facts
38755	2018-01-23 20:31:32	nytimes	getting-to-know-cool-tshirts
38818	2018-01-30 19:06:26	buzzfeed	ten-crazy-cool-tshirts-facts
38850	2018-01-18 22:47:17	nytimes	getting-to-know-cool-tshirts
38941	2018-01-21 11:58:50	buzzfeed	ten-crazy-cool-tshirts-facts
38950	2018-01-27 17:12:23	medium	interview-with-cool-tshirts-founder
38968	2018-01-27 22:22:53	nytimes	getting-to-know-cool-tshirts
39106	2018-01-05 15:34:16	nytimes	getting-to-know-cool-tshirts
39123	2018-01-06 23:34:38	buzzfeed	ten-crazy-cool-tshirts-facts
39158	2018-01-19 07:05:27	medium	interview-with-cool-tshirts-founder
39227	2018-01-15 15:51:39	nytimes	getting-to-know-cool-tshirts
39271	2018-01-18 18:45:14	buzzfeed	ten-crazy-cool-tshirts-facts
39346	2018-01-07 20:09:46	buzzfeed	ten-crazy-cool-tshirts-facts
39441	2018-01-26 13:58:54	buzzfeed	ten-crazy-cool-tshirts-facts
39443	2018-01-08 00:59:36	medium	interview-with-cool-tshirts-founder
39467	2018-01-13 20:54:24	buzzfeed	ten-crazy-cool-tshirts-facts
39492	2018-01-27 20:49:47	google	cool-tshirts-search
39542	2018-01-24 17:31:47	google	cool-tshirts-search
39680	2018-01-10 17:32:37	google	cool-tshirts-search
39725	2018-01-12 19:19:00	buzzfeed	ten-crazy-cool-tshirts-facts
39782	2018-01-08 04:00:10	buzzfeed	ten-crazy-cool-tshirts-facts
39792	2018-01-24 21:48:18	buzzfeed	ten-crazy-cool-tshirts-facts
39795	2018-01-26 08:09:15	medium	interview-with-cool-tshirts-founder
39833	2018-01-08 22:32:16	medium	interview-with-cool-tshirts-founder
39869	2018-01-07 23:41:12	google	cool-tshirts-search
39897	2018-01-26 02:43:30	nytimes	getting-to-know-cool-tshirts
39995	2018-01-20 14:43:59	medium	interview-with-cool-tshirts-founder
40029	2018-01-11 02:03:37	medium	interview-with-cool-tshirts-founder
40082	2018-01-10 22:39:50	buzzfeed	ten-crazy-cool-tshirts-facts
40146	2018-01-16 05:51:04	buzzfeed	ten-crazy-cool-tshirts-facts
40191	2018-01-02 09:31:35	medium	interview-with-cool-tshirts-founder
40195	2018-01-11 06:08:31	medium	interview-with-cool-tshirts-founder
40274	2018-01-13 17:50:25	buzzfeed	ten-crazy-cool-tshirts-facts
40311	2018-01-21 12:47:05	buzzfeed	ten-crazy-cool-tshirts-facts
40315	2018-01-03 19:06:16	medium	interview-with-cool-tshirts-founder
40341	2018-01-17 00:06:52	buzzfeed	ten-crazy-cool-tshirts-facts
40408	2018-01-03 05:17:56	nytimes	getting-to-know-cool-tshirts
40416	2018-01-01 07:51:26	medium	interview-with-cool-tshirts-founder
40447	2018-01-11 06:43:25	buzzfeed	ten-crazy-cool-tshirts-facts
40467	2018-01-07 21:27:50	medium	interview-with-cool-tshirts-founder
40485	2018-01-27 16:22:20	medium	interview-with-cool-tshirts-founder
40531	2018-01-17 14:07:03	buzzfeed	ten-crazy-cool-tshirts-facts
40563	2018-01-11 06:13:21	buzzfeed	ten-crazy-cool-tshirts-facts
40571	2018-01-19 14:07:57	medium	interview-with-cool-tshirts-founder
40575	2018-01-10 05:44:52	nytimes	getting-to-know-cool-tshirts
40595	2018-01-16 05:26:41	google	cool-tshirts-search
40633	2018-01-06 02:38:18	medium	interview-with-cool-tshirts-founder
40713	2018-01-03 22:50:09	buzzfeed	ten-crazy-cool-tshirts-facts
40750	2018-01-26 09:13:19	buzzfeed	ten-crazy-cool-tshirts-facts
40751	2018-01-08 20:07:20	buzzfeed	ten-crazy-cool-tshirts-facts
40806	2018-01-18 19:02:39	nytimes	getting-to-know-cool-tshirts
40827	2018-01-10 06:52:06	medium	interview-with-cool-tshirts-founder
40832	2018-01-17 18:01:57	medium	interview-with-cool-tshirts-founder
40866	2018-01-19 23:55:55	medium	interview-with-cool-tshirts-founder
40887	2018-01-21 00:23:02	nytimes	getting-to-know-cool-tshirts
40892	2018-01-08 00:56:33	buzzfeed	ten-crazy-cool-tshirts-facts
40933	2018-01-21 12:05:33	buzzfeed	ten-crazy-cool-tshirts-facts
41031	2018-01-27 06:01:33	medium	interview-with-cool-tshirts-founder
41068	2018-01-30 21:08:36	nytimes	getting-to-know-cool-tshirts
41073	2018-01-02 09:11:20	medium	interview-with-cool-tshirts-founder
41174	2018-01-11 02:15:26	buzzfeed	ten-crazy-cool-tshirts-facts
41217	2018-01-23 20:08:23	buzzfeed	ten-crazy-cool-tshirts-facts
41261	2018-01-09 14:41:56	buzzfeed	ten-crazy-cool-tshirts-facts
41295	2018-01-04 08:42:54	google	cool-tshirts-search
41449	2018-01-12 17:59:55	nytimes	getting-to-know-cool-tshirts
41541	2018-01-12 13:40:49	buzzfeed	ten-crazy-cool-tshirts-facts
41558	2018-01-29 00:45:07	medium	interview-with-cool-tshirts-founder
41577	2018-01-11 00:27:28	buzzfeed	ten-crazy-cool-tshirts-facts
41582	2018-01-30 06:41:55	medium	interview-with-cool-tshirts-founder
41593	2018-01-13 17:46:21	medium	interview-with-cool-tshirts-founder
41616	2018-01-09 14:14:13	nytimes	getting-to-know-cool-tshirts
41676	2018-01-11 20:29:52	medium	interview-with-cool-tshirts-founder
41694	2018-01-03 20:48:34	google	cool-tshirts-search
41697	2018-01-13 15:01:51	google	cool-tshirts-search
41704	2018-01-01 15:22:14	medium	interview-with-cool-tshirts-founder
41772	2018-01-10 16:20:11	buzzfeed	ten-crazy-cool-tshirts-facts
41821	2018-01-03 01:11:16	nytimes	getting-to-know-cool-tshirts
41883	2018-01-21 11:39:03	google	cool-tshirts-search
42019	2018-01-10 00:37:46	buzzfeed	ten-crazy-cool-tshirts-facts
42051	2018-01-30 14:26:56	buzzfeed	ten-crazy-cool-tshirts-facts
42097	2018-01-16 13:11:48	medium	interview-with-cool-tshirts-founder
42116	2018-01-25 08:00:21	buzzfeed	ten-crazy-cool-tshirts-facts
42151	2018-01-30 12:34:47	nytimes	getting-to-know-cool-tshirts
42207	2018-01-19 12:52:47	nytimes	getting-to-know-cool-tshirts
42255	2018-01-16 14:17:39	nytimes	getting-to-know-cool-tshirts
42305	2018-01-16 14:51:22	buzzfeed	ten-crazy-cool-tshirts-facts
42317	2018-01-28 18:07:45	nytimes	getting-to-know-cool-tshirts
42349	2018-01-26 02:57:57	medium	interview-with-cool-tshirts-founder
42360	2018-01-18 17:03:11	buzzfeed	ten-crazy-cool-tshirts-facts
42404	2018-01-30 13:43:58	buzzfeed	ten-crazy-cool-tshirts-facts
42439	2018-01-08 10:54:13	nytimes	getting-to-know-cool-tshirts
42469	2018-01-02 09:32:49	buzzfeed	ten-crazy-cool-tshirts-facts
42525	2018-01-14 02:16:43	buzzfeed	ten-crazy-cool-tshirts-facts
42552	2018-01-19 23:42:37	medium	interview-with-cool-tshirts-founder
42573	2018-01-12 15:45:10	buzzfeed	ten-crazy-cool-tshirts-facts
42594	2018-01-20 16:59:55	medium	interview-with-cool-tshirts-founder
42640	2018-01-23 23:20:36	nytimes	getting-to-know-cool-tshirts
42719	2018-01-28 15:16:50	nytimes	getting-to-know-cool-tshirts
42720	2018-01-01 05:14:42	nytimes	getting-to-know-cool-tshirts
42831	2018-01-20 19:04:06	buzzfeed	ten-crazy-cool-tshirts-facts
42906	2018-01-03 01:31:19	buzzfeed	ten-crazy-cool-tshirts-facts
42924	2018-01-07 15:17:53	buzzfeed	ten-crazy-cool-tshirts-facts
42962	2018-01-26 14:01:45	nytimes	getting-to-know-cool-tshirts
43036	2018-01-30 21:42:43	medium	interview-with-cool-tshirts-founder
43038	2018-01-05 04:23:49	medium	interview-with-cool-tshirts-founder
43142	2018-01-21 13:25:46	medium	interview-with-cool-tshirts-founder
43209	2018-01-26 22:40:47	google	cool-tshirts-search
43214	2018-01-07 12:18:38	nytimes	getting-to-know-cool-tshirts
43289	2018-01-27 19:54:01	nytimes	getting-to-know-cool-tshirts
43318	2018-01-21 01:20:50	google	cool-tshirts-search
43323	2018-01-27 04:51:17	medium	interview-with-cool-tshirts-founder
43329	2018-01-30 09:01:06	buzzfeed	ten-crazy-cool-tshirts-facts
43462	2018-01-04 16:42:44	buzzfeed	ten-crazy-cool-tshirts-facts
43606	2018-01-01 12:00:13	google	cool-tshirts-search
43698	2018-01-02 15:37:01	nytimes	getting-to-know-cool-tshirts
43733	2018-01-08 19:54:24	google	cool-tshirts-search
43835	2018-01-04 03:05:41	nytimes	getting-to-know-cool-tshirts
43841	2018-01-24 03:47:31	nytimes	getting-to-know-cool-tshirts
43857	2018-01-22 18:21:39	medium	interview-with-cool-tshirts-founder
44043	2018-01-20 09:27:43	google	cool-tshirts-search
44073	2018-01-28 02:06:11	medium	interview-with-cool-tshirts-founder
44088	2018-01-29 15:25:07	medium	interview-with-cool-tshirts-founder
44092	2018-01-29 16:22:11	buzzfeed	ten-crazy-cool-tshirts-facts
44110	2018-01-23 23:29:48	buzzfeed	ten-crazy-cool-tshirts-facts
44142	2018-01-17 08:58:46	nytimes	getting-to-know-cool-tshirts
44143	2018-01-25 05:37:25	medium	interview-with-cool-tshirts-founder
44166	2018-01-08 17:53:10	nytimes	getting-to-know-cool-tshirts
44186	2018-01-11 01:40:31	medium	interview-with-cool-tshirts-founder
44190	2018-01-26 10:42:17	nytimes	getting-to-know-cool-tshirts
44231	2018-01-25 15:02:35	nytimes	getting-to-know-cool-tshirts
44305	2018-01-24 11:27:10	google	cool-tshirts-search
44418	2018-01-30 19:30:17	nytimes	getting-to-know-cool-tshirts
44484	2018-01-10 19:54:36	buzzfeed	ten-crazy-cool-tshirts-facts
44486	2018-01-28 03:37:06	buzzfeed	ten-crazy-cool-tshirts-facts
44530	2018-01-06 13:12:37	google	cool-tshirts-search
